Move,onBlock,plnCmd,airmove,followUp,projectile,moveType,health,stun,vgauge1,vgauge2,fDash,bDash,fWalk,bWalk,throwHurt,throwRange,Damage,Stun
EX Bushin Gram - Koku,1,qcf+KK,False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,100*20x2 (140),150
EX Bushin Gram - Koku (Projectile),-1,qcf+KK (Projectile),False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,30x2*50 (110),100
LK Bushin Gram - Teki,-14,qcb+LK,False,False,False,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,70,150
LK Bushin Gram - Teki (Projectile),-2(9),qcb+LK (Projectile),False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,70,100
MK Bushin Gram - Teki,-14,qcb+MK,False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,80,150
MK Bushin Gram - Teki (Projectile),-4(7),qcb+MK (Projectile),False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,70,100
HK Bushin Gram - Teki,-14,qcb+HK,False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,120,200
HK Bushin Gram - Teki (Projectile),-2(9),qcb+HK (Projectile),False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,100,100
EX Bushin Gram - Teki,-2,qcb+KK,False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,60*30x2 (110),150
EX Bushin Gram - Teki (Projectile),5(22),qcb+KK (Projectile),False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,20x2*50 (90),100
LK Bushin Gram - Ban,-23,"f,d,df+LK",False,False,False,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,100,200
LK Bushin Gram - Ban (Projectile),-7(2),"f,d,df+LK (Projectile)",False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,100,150
MK Bushin Gram - Ban,-29,"f,d,df+MK",False,False,False,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,110,200
MK Bushin Gram - Ban (Projectile),-10(2),"f,d,df+MK (Projectile)",False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,110,150
HK Bushin Gram - Ban,-33,"f,d,df+HK",False,False,False,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,120,200
HK Bushin Gram - Ban (Projectile),-11(2),"f,d,df+HK (Projectile)",False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,120,150
EX Bushin Gram - Ban,-33,"f,d,df+KK",False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,100*20*30 (150),200
EX Bushin Gram - Ban (Projectile),-27(-14),"f,d,df+KK (Projectile)",False,False,True,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,20x2*80 (120),100
Bushin Gekirinchu,-1(5),qcf+P > P,False,True,False,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,60,100
Bushin Kirinkyaku,-5(4),qcf+P > K,False,True,False,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,60,100
EX Bushin Gekirinchu,2(7),qcf+PP > P,False,True,False,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,80,150
EX Bushin Kirinkyaku,-4(5),qcf+PP > K,False,True,False,special,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,80,150
Batsuzan Gaisei,-33,"qcf,qcf+K",False,False,False,super,1000,1000,600,600,17,22,0.0435,0.0284,0.3,0.8,340,0
