Move,onBlock,plnCmd,airmove,followUp,projectile,moveType,health,stun,vgauge1,vgauge2,fDash,bDash,fWalk,bWalk,throwHurt,throwRange,Damage,Stun
EX Cyclone Spinner,-6,qcf+PP > MP+MK (VS1),False,True,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,50x3 (150),50x2*80 (180)
Nubbing Needle,-2,qcf+P > MP+MK (VS2),False,True,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,150
EX Nubbing Needle,-2,qcf+PP > MP+MK (VS2),False,True,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80*40 (120),50*100 (150)
Firecracker,-4,qcf+K,False,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,30,30
EX Firecracker,-4,qcf+KK,False,False,True,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,50,50
LK Flipper Shot,-5,qcf+K > LK,False,True,True,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
MK Flipper Shot,-4,qcf+K > MK,False,True,True,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
HK Flipper Shot,-4,qcf+K > HK,False,True,True,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
EX LK Flipper Shot,2,qcf+KK > LK,False,True,True,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,40*40,60*60
EX MK Flipper Shot,3,qcf+KK > MK,False,True,True,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,40*40,60*60
EX HK Flipper Shot,3,qcf+KK > HK,False,True,True,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,40*40,60*60
LK Fire Spinner,-4,qcb+LK,True,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60,100
MK Fire Spinner,-4,qcb+MK,True,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,70,100
HK Fire Spinner,-4,qcb+HK,True,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,80,100
EX Fire Spinner,-2,qcb+KK,True,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,30*40,60x2
LK Hurricane Spinner,-38,"f,d,df+LK",False,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,40*60,50*100
MK Hurricane Spinner,-41,"f,d,df+MK",False,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,50*60,50*100
HK Hurricane Spinner,-48,"f,d,df+HK",False,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,60*60,50*100
EX Hurricane Spinner,-46,"f,d,df+KK",False,False,False,special,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,30*40x2*40 (150),20x3*140 (200)
Hard Hit Knee,-32,"qcb,qcb+K",False,False,False,super,975,1000,900,600,16,21,0.05,0.04,0.25,0.8,340(360),0
