Move,onBlock,plnCmd,airmove,followUp,projectile,moveType,health,stun,vgauge1,vgauge2,fDash,bDash,fWalk,bWalk,throwHurt,throwRange,Damage,Stun
HP Shoryuken,-34,"f,d,df+HP",False,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,70*50*20 (140),50*50*50 (150)
EX Shoryuken,-45,"f,d,df+PP",False,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,20x6*40 (160),20x5*50*50 (200)
LK Tatsumaki Senpukyaku,-8,qcb+LK,False,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,20*30 (50),50*50 (100)
MK Tatsumaki Senpukyaku,-9,qcb+MK,False,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,40*20*20 (80),50*50*50 (150)
HK Tatsumaki Senpukyaku,-4,qcb+HK,False,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,30*35*35*40 (140),60*40*40*60 (200)
EX Tatsumaki Senpukyaku,-59,qcb+KK,False,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,40x4 (160),50x4 (200)
LK Air Tatsumaki Senpukyaku,-3(3),qcb+LK(air),True,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,80,100
MK Air Tatsumaki Senpukyaku,-3(3),qcb+MK(air),True,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,80,100
HK Air Tatsumaki Senpukyaku,-3(3),qcb+HK(air),True,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,80,100
EX Air Tatsumaki Senpukyaku,-2(0),qcb+KK(air),True,False,False,special,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,70,100
Guren Enjikyaku,-26,"qcf,qcf+K",False,False,False,super,1025,1050,900,600,15,24,0.05,0.035,0.25,0.8,340,0
