Move,onBlock,plnCmd,airmove,followUp,projectile,moveType,health,stun,vgauge1,vgauge2,fDash,bDash,fWalk,bWalk,throwHurt,throwRange,Damage,Stun
LP Dash Straight,-4,"b,f+LP",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,90,150
MP Dash Straight,-4,"b,f+MP",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,100,150
HP Dash Straight,-4,"b,f+HP",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,110,150
EX Dash Straight,1,"b,f+PP",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,150,200
LP Dash Straight (V-Skill 2),2,"b,f+LP (VS2)",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,90,100
MP Dash Straight (V-Skill 2),2,"b,f+MP (VS2)",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,100,100
HP Dash Straight (V-Skill 2),2,"b,f+HP (VS2)",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,110,100
EX Dash Straight (V-Skill 2),4,"b,f+PP (VS2)",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,160,120
LK Dash Grand Blow,-7,"b,f+LK",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,80,150
MK Dash Grand Blow,-7,"b,f+MK",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,90,150
HK Dash Grand Blow,-7,"b,f+HK",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,100,150
EX Dash Grand Blow,-2,"b,f+KK",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,140,200
LK Screw Smash,-10,"f,d,df+LK",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,100,150
MK Screw Smash,-10,"f,d,df+MK",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,100,150
HK Screw Smash,-10,"f,d,df+HK",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,100,150
EX Screw Smash,-17,"f,d,df+KK",False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,160,200
TAP lvl 1,-2,Hold & Release PP/KK lvl1,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,100,150
TAP lvl 2,-2,Hold & Release PP/KK lvl2,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,120,150
TAP lvl 3,-2,Hold & Release PP/KK lvl3,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,140,150
TAP lvl 4,-2,Hold & Release PP/KK lvl4,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,160,200
TAP lvl 5,-2,Hold & Release PP/KK lvl5,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,180,200
TAP lvl 6,-2,Hold & Release PP/KK lvl6,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,200,200
TAP lvl 7,-2,Hold & Release PP/KK lvl7,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,230,300
TAP lvl 8,-2,Hold & Release PP/KK lvl8,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,260,300
TAP lvl 9,-2,Hold & Release PP/KK lvl9,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,290,300
TAP lvl 10,7,Hold & Release PP/KK Max,False,False,False,special,1025,1050,900,600,17,24,0.048,0.03,0.35,0.85,370,400
